{'n': 300, 'seed': 1251, 'SCOPE_accuracy': 0.52, 'SCOPE_time': 1.9420831203460693, 'GraHTP_accuracy': 0.5, 'GraHTP_time': 0.02447223663330078, 'GraHTP_cv_accuracy': 0.5, 'GraHTP_best_step_size': 0.01, 'GraHTP_cv_time': 3.301448106765747, 'GraSP_accuracy': 0.34, 'GraSP_time': 3.829782009124756}
{'n': 200, 'seed': 1140, 'SCOPE_accuracy': 0.4, 'SCOPE_time': 1.7032253742218018, 'GraHTP_accuracy': 0.4, 'GraHTP_time': 0.13752007484436035, 'GraHTP_cv_accuracy': 0.4, 'GraHTP_best_step_size': 0.003593813663804626, 'GraHTP_cv_time': 8.432775497436523, 'GraSP_accuracy': 0.26, 'GraSP_time': 0.9666974544525146}
{'n': 200, 'seed': 1171, 'SCOPE_accuracy': 0.4, 'SCOPE_time': 1.1182451248168945, 'GraHTP_accuracy': 0.4, 'GraHTP_time': 0.510138750076294, 'GraHTP_cv_accuracy': 0.4, 'GraHTP_best_step_size': 0.002154434690031882, 'GraHTP_cv_time': 4.330905437469482, 'GraSP_accuracy': 0.32, 'GraSP_time': 4.596200704574585}
{'n': 300, 'seed': 1220, 'SCOPE_accuracy': 0.5, 'SCOPE_time': 7.241971492767334, 'GraHTP_accuracy': 0.52, 'GraHTP_time': 0.5235867500305176, 'GraHTP_cv_accuracy': 0.56, 'GraHTP_best_step_size': 0.01, 'GraHTP_cv_time': 4.1153786182403564, 'GraSP_accuracy': 0.44, 'GraSP_time': 5.581063985824585}
{'n': 400, 'seed': 1371, 'SCOPE_accuracy': 0.64, 'SCOPE_time': 1.799647569656372, 'GraHTP_accuracy': 0.58, 'GraHTP_time': 0.05485868453979492, 'GraHTP_cv_accuracy': 0.62, 'GraHTP_best_step_size': 0.01, 'GraHTP_cv_time': 0.6420848369598389, 'GraSP_accuracy': 0.64, 'GraSP_time': 1.0259008407592773}
{'n': 400, 'seed': 1322, 'SCOPE_accuracy': 0.6, 'SCOPE_time': 1.7708933353424072, 'GraHTP_accuracy': 0.62, 'GraHTP_time': 0.04438447952270508, 'GraHTP_cv_accuracy': 0.6, 'GraHTP_best_step_size': 0.005994842503189409, 'GraHTP_cv_time': 0.4241180419921875, 'GraSP_accuracy': 0.54, 'GraSP_time': 0.6713848114013672}
{'n': 300, 'seed': 1260, 'SCOPE_accuracy': 0.54, 'SCOPE_time': 8.559842824935913, 'GraHTP_accuracy': 0.5, 'GraHTP_time': 0.07811641693115234, 'GraHTP_cv_accuracy': 0.56, 'GraHTP_best_step_size': 0.01, 'GraHTP_cv_time': 6.5155723094940186, 'GraSP_accuracy': 0.48, 'GraSP_time': 5.093381881713867}
{'n': 200, 'seed': 1112, 'SCOPE_accuracy': 0.38, 'SCOPE_time': 0.07369852066040039, 'GraHTP_accuracy': 0.38, 'GraHTP_time': 0.03230929374694824, 'GraHTP_cv_accuracy': 0.38, 'GraHTP_best_step_size': 0.00046415888336127773, 'GraHTP_cv_time': 0.3005194664001465, 'GraSP_accuracy': 0.26, 'GraSP_time': 0.1174473762512207}
{'n': 200, 'seed': 1151, 'SCOPE_accuracy': 0.42, 'SCOPE_time': 1.187262773513794, 'GraHTP_accuracy': 0.42, 'GraHTP_time': 0.6316463947296143, 'GraHTP_cv_accuracy': 0.42, 'GraHTP_best_step_size': 0.003593813663804626, 'GraHTP_cv_time': 6.998121023178101, 'GraSP_accuracy': 0.34, 'GraSP_time': 5.872464895248413}
{'n': 400, 'seed': 1360, 'SCOPE_accuracy': 0.6, 'SCOPE_time': 17.266642808914185, 'GraHTP_accuracy': 0.5, 'GraHTP_time': 0.10701251029968262, 'GraHTP_cv_accuracy': 0.52, 'GraHTP_best_step_size': 0.005994842503189409, 'GraHTP_cv_time': 7.400978326797485, 'GraSP_accuracy': 0.48, 'GraSP_time': 2.7568325996398926}
{'n': 300, 'seed': 1271, 'SCOPE_accuracy': 0.56, 'SCOPE_time': 4.440793991088867, 'GraHTP_accuracy': 0.54, 'GraHTP_time': 0.7936851978302002, 'GraHTP_cv_accuracy': 0.56, 'GraHTP_best_step_size': 0.01, 'GraHTP_cv_time': 10.38593578338623, 'GraSP_accuracy': 0.5, 'GraSP_time': 4.632367849349976}
{'n': 400, 'seed': 1331, 'SCOPE_accuracy': 0.62, 'SCOPE_time': 12.006745338439941, 'GraHTP_accuracy': 0.56, 'GraHTP_time': 0.08347678184509277, 'GraHTP_cv_accuracy': 0.56, 'GraHTP_best_step_size': 0.01, 'GraHTP_cv_time': 2.6707663536071777, 'GraSP_accuracy': 0.46, 'GraSP_time': 0.16308140754699707}
{'n': 300, 'seed': 1242, 'SCOPE_accuracy': 0.46, 'SCOPE_time': 6.556535243988037, 'GraHTP_accuracy': 0.48, 'GraHTP_time': 0.1553800106048584, 'GraHTP_cv_accuracy': 0.48, 'GraHTP_best_step_size': 0.01, 'GraHTP_cv_time': 1.0048308372497559, 'GraSP_accuracy': 0.48, 'GraSP_time': 0.5672194957733154}
{'n': 200, 'seed': 1132, 'SCOPE_accuracy': 0.42, 'SCOPE_time': 1.229660987854004, 'GraHTP_accuracy': 0.44, 'GraHTP_time': 0.25198817253112793, 'GraHTP_cv_accuracy': 0.44, 'GraHTP_best_step_size': 0.001291549665014884, 'GraHTP_cv_time': 2.6122729778289795, 'GraSP_accuracy': 0.32, 'GraSP_time': 0.6742446422576904}
{'n': 400, 'seed': 1340, 'SCOPE_accuracy': 0.58, 'SCOPE_time': 8.111135721206665, 'GraHTP_accuracy': 0.56, 'GraHTP_time': 0.1391761302947998, 'GraHTP_cv_accuracy': 0.6, 'GraHTP_best_step_size': 0.01, 'GraHTP_cv_time': 4.899626016616821, 'GraSP_accuracy': 0.52, 'GraSP_time': 11.936662435531616}
{'n': 100, 'seed': 1002, 'SCOPE_accuracy': 0.24, 'SCOPE_time': 0.5767827033996582, 'GraHTP_accuracy': 0.24, 'GraHTP_time': 0.07975459098815918, 'GraHTP_cv_accuracy': 0.24, 'GraHTP_best_step_size': 0.000774263682681127, 'GraHTP_cv_time': 11.669190883636475, 'GraSP_accuracy': 0.26, 'GraSP_time': 2.778456926345825}
{'n': 100, 'seed': 1022, 'SCOPE_accuracy': 0.2, 'SCOPE_time': 0.9980423450469971, 'GraHTP_accuracy': 0.2, 'GraHTP_time': 0.3352515697479248, 'GraHTP_cv_accuracy': 0.2, 'GraHTP_best_step_size': 0.003593813663804626, 'GraHTP_cv_time': 4.326139211654663, 'GraSP_accuracy': 0.2, 'GraSP_time': 5.243170738220215}
{'n': 400, 'seed': 1381, 'SCOPE_accuracy': 0.52, 'SCOPE_time': 4.377133846282959, 'GraHTP_accuracy': 0.56, 'GraHTP_time': 0.21663570404052734, 'GraHTP_cv_accuracy': 0.58, 'GraHTP_best_step_size': 0.01, 'GraHTP_cv_time': 2.0677332878112793, 'GraSP_accuracy': 0.58, 'GraSP_time': 0.26769185066223145}
{'n': 400, 'seed': 1323, 'SCOPE_accuracy': 0.66, 'SCOPE_time': 5.977229356765747, 'GraHTP_accuracy': 0.6, 'GraHTP_time': 0.24112772941589355, 'GraHTP_cv_accuracy': 0.68, 'GraHTP_best_step_size': 0.005994842503189409, 'GraHTP_cv_time': 2.2651352882385254, 'GraSP_accuracy': 0.56, 'GraSP_time': 2.0448994636535645}
{'n': 300, 'seed': 1202, 'SCOPE_accuracy': 0.54, 'SCOPE_time': 4.334900379180908, 'GraHTP_accuracy': 0.54, 'GraHTP_time': 0.22621655464172363, 'GraHTP_cv_accuracy': 0.5, 'GraHTP_best_step_size': 0.002154434690031882, 'GraHTP_cv_time': 2.4185571670532227, 'GraSP_accuracy': 0.36, 'GraSP_time': 3.825418472290039}
{'n': 400, 'seed': 1311, 'SCOPE_accuracy': 0.72, 'SCOPE_time': 5.894382953643799, 'GraHTP_accuracy': 0.58, 'GraHTP_time': 0.05721735954284668, 'GraHTP_cv_accuracy': 0.62, 'GraHTP_best_step_size': 0.005994842503189409, 'GraHTP_cv_time': 1.9623982906341553, 'GraSP_accuracy': 0.64, 'GraSP_time': 2.1119422912597656}
{'n': 200, 'seed': 1133, 'SCOPE_accuracy': 0.38, 'SCOPE_time': 0.2161545753479004, 'GraHTP_accuracy': 0.38, 'GraHTP_time': 0.06077218055725098, 'GraHTP_cv_accuracy': 0.38, 'GraHTP_best_step_size': 0.0001, 'GraHTP_cv_time': 0.5397298336029053, 'GraSP_accuracy': 0.36, 'GraSP_time': 0.12352633476257324}
{'n': 200, 'seed': 1161, 'SCOPE_accuracy': 0.38, 'SCOPE_time': 0.4162600040435791, 'GraHTP_accuracy': 0.38, 'GraHTP_time': 0.057833194732666016, 'GraHTP_cv_accuracy': 0.38, 'GraHTP_best_step_size': 0.0001, 'GraHTP_cv_time': 1.3418002128601074, 'GraSP_accuracy': 0.24, 'GraSP_time': 1.8063912391662598}
{'n': 100, 'seed': 1011, 'SCOPE_accuracy': 0.22, 'SCOPE_time': 0.3312191963195801, 'GraHTP_accuracy': 0.22, 'GraHTP_time': 0.12102150917053223, 'GraHTP_cv_accuracy': 0.22, 'GraHTP_best_step_size': 0.0001, 'GraHTP_cv_time': 3.2256107330322266, 'GraSP_accuracy': 0.22, 'GraSP_time': 6.50780987739563}
{'n': 400, 'seed': 1372, 'SCOPE_accuracy': 0.56, 'SCOPE_time': 8.536750555038452, 'GraHTP_accuracy': 0.66, 'GraHTP_time': 0.34288644790649414, 'GraHTP_cv_accuracy': 0.66, 'GraHTP_best_step_size': 0.01, 'GraHTP_cv_time': 1.7401018142700195, 'GraSP_accuracy': 0.54, 'GraSP_time': 0.853863000869751}
{'n': 300, 'seed': 1252, 'SCOPE_accuracy': 0.44, 'SCOPE_time': 0.6857717037200928, 'GraHTP_accuracy': 0.46, 'GraHTP_time': 0.035951852798461914, 'GraHTP_cv_accuracy': 0.46, 'GraHTP_best_step_size': 0.003593813663804626, 'GraHTP_cv_time': 0.21558809280395508, 'GraSP_accuracy': 0.42, 'GraSP_time': 0.1501173973083496}
